Strain	Variant category	Clade	Country	Division	Epidemiological Week	Location	originating_lab	Lineage	Region	submitting_lab	Collection Data	Author	Accession	url
USA/CT-Yale-3808/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-10	GLab team	[object Object]	
USA/CT-Yale-4316/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-21	GLab team	[object Object]	
USA/CT-JAX000704/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-29	GLab team	[object Object]	
USA/CT-Yale-4890/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-14	GLab team	[object Object]	
USA/CT-Yale-4926/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-14	GLab team	[object Object]	
USA/CT-Yale-4889/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-14	GLab team	[object Object]	
USA/CT-Yale-4862/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-09	GLab team	[object Object]	
USA/CT-Yale-4903/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-Yale-3660/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-Yale-3532/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3743/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-JAX001127/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-21	GLab team	[object Object]	
USA/CT-Yale-3876/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-12	GLab team	[object Object]	
USA/CT-Yale-4901/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-Yale-4841/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-07	GLab team	[object Object]	
USA/CT-Yale-4839/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-07	GLab team	[object Object]	
USA/CT-Yale-4840/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-07	GLab team	[object Object]	
USA/CT-Yale-4847/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-07	GLab team	[object Object]	
USA/CT-Yale-4826/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-06	GLab team	[object Object]	
USA/CT-Yale-4809/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-05	GLab team	[object Object]	
USA/CT-Yale-4676/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-03	GLab team	[object Object]	
USA/CT-Yale-4844/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-07	GLab team	[object Object]	
USA/CT-Yale-4696/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-03	GLab team	[object Object]	
USA/CT-Yale-4851/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-07	GLab team	[object Object]	
USA/CT-Yale-4637/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-02	GLab team	[object Object]	
USA/CT-Yale-4665/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-30	GLab team	[object Object]	
USA/CT-Yale-4579/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-27	GLab team	[object Object]	
USA/CT-Yale-3372/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-27	GLab team	[object Object]	
USA/CT-Yale-3010/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-23	GLab team	[object Object]	
USA/CT-Yale-4835/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-06	GLab team	[object Object]	
USA/CT-JAX000816/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-JAX000902/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-04	GLab team	[object Object]	
USA/CT-JAX001257/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-28	GLab team	[object Object]	
USA/CT-Yale-4949/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW20	New Haven	Yale Pathology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-18	GLab team	[object Object]	
USA/CT-Yale-4856/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-08	GLab team	[object Object]	
USA/CT-Yale-4881/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-JAX000971/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-12	GLab team	[object Object]	
USA/CT-JAX001111/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-21	GLab team	[object Object]	
USA/CT-JAX001262/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-28	GLab team	[object Object]	
USA/CT-JAX001235/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-28	GLab team	[object Object]	
USA/CT-JAX001312/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-05	GLab team	[object Object]	
USA/CT-JAX001232/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-28	GLab team	[object Object]	
USA/CT-Yale-4459/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-23	GLab team	[object Object]	
USA/CT-Yale-4187/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-19	GLab team	[object Object]	
USA/CT-Yale-4109/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-18	GLab team	[object Object]	
England/ALDP-136C8F5/2021	VOC (B.1.1.7)	B.1.1.7	United Kingdom	England	2021_EW09	England	Lighthouse Lab in Alderley Park	B.1.1.7	Northern Europe	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	2021-03-01	Jacquelyn Wynn et al	[object Object]	
England/CAMC-125973B/2021	VOC (B.1.1.7)	B.1.1.7	United Kingdom	England	2021_EW06	England	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	B.1.1.7	Northern Europe	COVID-19 Genomics UK (COG-UK) Consortium	2021-02-08	Angela Beckett et al	[object Object]	
USA/CT-Yale-3106/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-24	GLab team	[object Object]	
USA/CT-Yale-3716/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-08	GLab team	[object Object]	
USA/CT-Yale-3368/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-28	GLab team	[object Object]	
England/ALDP-130657E/2021	VOC (B.1.1.7)	B.1.1.7	United Kingdom	England	2021_EW07	England	Lighthouse Lab in Alderley Park	B.1.1.7	Northern Europe	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	2021-02-20	Jacquelyn Wynn et al	[object Object]	
USA/CT-Yale-3516/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-4564/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-27	GLab team	[object Object]	
USA/CT-JAX000514/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-25	GLab team	[object Object]	
USA/CT-JAX000533/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-27	GLab team	[object Object]	
USA/CT-Yale-4417/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-22	GLab team	[object Object]	
USA/CT-Yale-4021/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-13	GLab team	[object Object]	
USA/CT-Yale-4020/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-13	GLab team	[object Object]	
USA/CT-Yale-4181/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-19	GLab team	[object Object]	
USA/CT-Yale-4351/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-20	GLab team	[object Object]	
USA/CT-Yale-4350/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-20	GLab team	[object Object]	
USA/CT-CDPH-0017/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW07	Fairfield	Connecticut DPH	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-02-16	GLab team	[object Object]	
USA/CT-Yale-4495/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-26	GLab team	[object Object]	
USA/CT-Yale-4412/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-22	GLab team	[object Object]	
USA/CT-Yale-3916/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-11	GLab team	[object Object]	
USA/CT-Yale-4110/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-18	GLab team	[object Object]	
USA/CT-Yale-4356/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-21	GLab team	[object Object]	
England/QEUH-14A9A7D/2021	VOC (B.1.1.7)	B.1.1.7	United Kingdom	England	2021_EW13	England	Lighthouse Lab in Glasgow	B.1.1.7	Northern Europe	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	2021-03-30	Harper VanSteenhouse et al	[object Object]	
USA/CT-Yale-4882/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-Yale-4939/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW20	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-17	GLab team	[object Object]	
USA/CT-Yale-4376/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-22	GLab team	[object Object]	
USA/CT-Yale-4233/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-21	GLab team	[object Object]	
USA/CT-Yale-3902/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-12	GLab team	[object Object]	
USA/CT-JAX001337/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-13	GLab team	[object Object]	
USA/CT-JAX001330/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-13	GLab team	[object Object]	
USA/CT-JAX001348/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-Yale-2876/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-20	GLab team	[object Object]	
USA/CT-Yale-3038/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-24	GLab team	[object Object]	
USA/CT-Yale-4393/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-22	GLab team	[object Object]	
USA/CT-Yale-4865/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-09	GLab team	[object Object]	
USA/CT-JAX001293/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-03	GLab team	[object Object]	
USA/CT-JAX001305/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-06	GLab team	[object Object]	
USA/CT-JAX001361/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW20	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-20	GLab team	[object Object]	
USA/CT-JAX001308/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-04	GLab team	[object Object]	
USA/CT-JAX001301/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-04	GLab team	[object Object]	
USA/CT-Yale-4867/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-09	GLab team	[object Object]	
USA/CT-JAX001180/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-20	GLab team	[object Object]	
USA/CT-JAX001247/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-27	GLab team	[object Object]	
USA/CT-JAX001219/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-27	GLab team	[object Object]	
USA/CT-JAX001364/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW20	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-18	GLab team	[object Object]	
USA/CT-JAX001366/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW20	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-17	GLab team	[object Object]	
USA/CT-JAX001343/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-JAX001346/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
USA/CT-JAX001345/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW19	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-11	GLab team	[object Object]	
